<<<<<<< HEAD
crsCode76263,semester50722,3953,
crsCode49814,semester30393,68379,
crsCode28309,semester65678,25768,
crsCode92478,semester69534,64222,
crsCode40545,semester40368,33694,
crsCode28550,semester57577,21518,
crsCode83920,semester98393,45486,
crsCode98700,semester19268,30456,
crsCode44409,semester84363,41849,
crsCode48486,semester17066,26843,
crsCode59000,semester70022,17697,
crsCode93725,semester78029,77553,
crsCode18375,semester26162,71065,
crsCode34584,semester47412,54984,
crsCode36875,semester75528,33494,
crsCode3822,semester55786,68602,
crsCode53338,semester87852,93144,
crsCode84943,semester50481,65695,
crsCode44976,semester58536,10929,
crsCode7093,semester896,9728,
crsCode29122,semester28201,31298,
crsCode51158,semester47520,77507,
crsCode54749,semester15161,60742,
crsCode53872,semester12046,2336,
crsCode87882,semester22126,50052,
crsCode52145,semester76494,21716,
crsCode88276,semester29042,71839,
crsCode87847,semester7712,92682,
crsCode30340,semester64535,58335,
crsCode9030,semester92345,35988,
crsCode79226,semester89598,84646,
crsCode86404,semester7931,45407,
crsCode87977,semester350,38586,
crsCode4377,semester37674,65652,
crsCode93082,semester3542,54076,
crsCode43184,semester47341,78780,
crsCode27703,semester84864,52318,
crsCode65528,semester30741,74637,
crsCode27866,semester55064,35249,
crsCode9276,semester22393,43334,
crsCode72958,semester22823,92208,
crsCode11567,semester10391,63627,
crsCode63716,semester88409,79117,
crsCode6574,semester28868,84724,
crsCode7500,semester65707,37688,
crsCode75232,semester7603,66398,
crsCode89176,semester56158,28839,
crsCode63494,semester29640,30984,
crsCode81467,semester95642,40283,
crsCode64583,semester31954,73489,
crsCode41506,semester85296,43756,
crsCode63377,semester97050,18243,
crsCode32548,semester2655,2028,
crsCode81850,semester56126,78296,
crsCode22309,semester38644,77320,
crsCode91488,semester70913,65147,
crsCode18232,semester16519,99893,
crsCode99303,semester28355,11378,
crsCode40916,semester55490,22117,
crsCode92699,semester25863,11886,
crsCode83320,semester46527,60531,
crsCode53592,semester25290,46508,
crsCode31588,semester16309,31180,
crsCode70450,semester63109,5267,
crsCode85392,semester49427,94962,
crsCode3076,semester23946,15111,
crsCode90126,semester931,4427,
crsCode43018,semester5647,43055,
crsCode11342,semester39081,6937,
crsCode15445,semester67748,3356,
crsCode10942,semester67953,14813,
crsCode18501,semester36388,69037,
crsCode20225,semester92646,87372,
crsCode55102,semester35816,66914,
crsCode52824,semester93894,94476,
crsCode11060,semester30,59793,
crsCode50136,semester99421,74331,
crsCode70738,semester78026,50314,
crsCode73865,semester77453,59314,
crsCode82809,semester94794,84473,
crsCode43398,semester62333,7870,
crsCode87990,semester22275,1111,
crsCode26867,semester85484,18616,
crsCode17583,semester38715,70805,
crsCode13741,semester7358,90651,
crsCode76873,semester19325,62416,
crsCode18214,semester59817,89976,
crsCode74090,semester70818,97471,
crsCode88842,semester29426,15674,
crsCode88323,semester39222,91896,
crsCode92699,semester11619,19410,
crsCode46808,semester87458,10655,
crsCode5525,semester60557,58318,
crsCode37563,semester31940,25548,
crsCode77901,semester93074,50896,
crsCode69959,semester49159,44262,
crsCode2736,semester39769,2555,
crsCode29162,semester92159,52867,
crsCode89551,semester93091,50024,
crsCode76873,semester8542,44948,
crsCode47185,semester60544,75723,
crsCode61113,semester18373,16857,
crsCode7895,semester24283,74537,
crsCode60281,semester45575,67206,
crsCode91601,semester49470,99414,
crsCode91213,semester4896,667,
crsCode87803,semester76335,47954,
crsCode9967,semester12751,12758,
crsCode23378,semester29227,78698,
crsCode15105,semester41834,90787,
crsCode10724,semester87108,64533,
crsCode6991,semester11778,43958,
crsCode68963,semester82155,64415,
crsCode62914,semester75705,62495,
crsCode31509,semester11120,68052,
crsCode917,semester88101,19001,
crsCode97918,semester16986,5020,
crsCode28285,semester4862,61429,
crsCode59035,semester63445,22004,
crsCode37402,semester45545,33897,
crsCode48486,semester97535,61347,
crsCode71348,semester51823,80987,
crsCode45116,semester3615,33406,
crsCode10438,semester31844,66604,
crsCode33431,semester34675,18008,
crsCode61611,semester44205,47872,
crsCode37444,semester46850,69276,
crsCode95637,semester51137,89711,
crsCode52859,semester6262,82862,
crsCode96155,semester82377,44537,
crsCode391,semester13115,31587,
crsCode91864,semester28447,69107,
crsCode85427,semester48887,58256,
crsCode39236,semester9128,10726,
crsCode20376,semester79784,30460,
crsCode58434,semester9918,77690,
crsCode20212,semester24326,87646,
crsCode12155,semester53230,95833,
crsCode39444,semester7149,14455,
crsCode84143,semester14461,38254,
crsCode75952,semester2529,93608,
crsCode45175,semester56575,2873,
crsCode30455,semester28173,37130,
crsCode70492,semester41449,47086,
crsCode13331,semester6303,128,
crsCode67260,semester42153,95814,
crsCode38250,semester98346,5929,
crsCode70911,semester46231,4288,
crsCode81056,semester18979,24558,
crsCode73860,semester20806,95925,
crsCode63833,semester89506,30904,
crsCode37007,semester54875,61401,
crsCode25099,semester59369,52292,
crsCode49463,semester3814,46912,
crsCode85682,semester82063,53436,
crsCode85692,semester75513,50629,
crsCode61635,semester95214,68120,
crsCode88544,semester92722,55742,
crsCode69859,semester46242,16045,
crsCode74432,semester74687,83601,
crsCode41503,semester89672,12930,
crsCode10051,semester98867,65599,
crsCode18080,semester99557,1311,
crsCode93015,semester79517,42729,
crsCode81465,semester18698,11682,
crsCode92284,semester14233,14251,
crsCode55709,semester22451,6114,
crsCode95681,semester19061,52908,
crsCode6758,semester37913,28239,
crsCode23174,semester39968,32739,
crsCode76835,semester1981,39984,
crsCode84449,semester57460,17391,
crsCode68201,semester95512,73906,
crsCode29131,semester47413,44092,
crsCode29632,semester13571,73132,
crsCode16099,semester48906,3708,
crsCode41000,semester7413,74211,
crsCode56701,semester43680,754,
crsCode14884,semester85780,44002,
crsCode94757,semester20446,73129,
crsCode61046,semester29142,1883,
crsCode96983,semester41410,24140,
crsCode26841,semester22507,20829,
crsCode52405,semester41794,64076,
crsCode75744,semester53452,88256,
crsCode41145,semester99974,51313,
crsCode80047,semester81135,4298,
crsCode47239,semester54861,16535,
crsCode74388,semester31802,21897,
crsCode68171,semester75165,31245,
crsCode48346,semester82030,65606,
crsCode95203,semester83279,16012,
crsCode66239,semester8106,2016,
crsCode1911,semester98537,80707,
crsCode74235,semester7070,53454,
crsCode99151,semester91046,84724,
crsCode457,semester34740,42806,
crsCode53872,semester92099,67293,
crsCode49477,semester69241,84725,
crsCode4846,semester76247,14052,
crsCode30889,semester49364,25148,
crsCode37376,semester52481,65769,
crsCode73048,semester27547,70030,
crsCode65001,semester62688,63550,
crsCode33707,semester12591,39971,
crsCode77431,semester20056,52327,
crsCode35390,semester32099,42179,
crsCode83431,semester52274,42174,
crsCode1633,semester56937,83017,
crsCode84700,semester44200,22011,
crsCode66177,semester33515,42581,
crsCode58356,semester27044,87973,
crsCode76466,semester29455,23306,
crsCode30860,semester28670,95499,
crsCode44624,semester19916,8188,
crsCode57227,semester67370,12636,
crsCode16298,semester26596,99305,
crsCode55760,semester3835,54674,
crsCode84700,semester80442,42473,
crsCode17456,semester54412,12301,
crsCode67918,semester66674,2581,
crsCode77013,semester48506,6188,
crsCode59865,semester27937,25643,
crsCode71433,semester57018,93608,
crsCode48128,semester39543,57133,
crsCode81647,semester89815,92905,
crsCode26738,semester22466,89019,
crsCode7692,semester46949,410,
crsCode68694,semester83506,21647,
crsCode56481,semester84276,23915,
crsCode53345,semester62101,84794,
crsCode73389,semester76976,9547,
crsCode10017,semester42865,45835,
crsCode47770,semester5341,42614,
crsCode75551,semester28643,24787,
crsCode84847,semester33389,76955,
crsCode97142,semester40480,67307,
crsCode56614,semester85748,62965,
crsCode82423,semester94440,29432,
crsCode23448,semester78764,28367,
crsCode97021,semester56216,16873,
crsCode71347,semester56911,89352,
crsCode73975,semester30187,35930,
crsCode17664,semester60278,92905,
crsCode45360,semester46601,6114,
crsCode48958,semester53670,53669,
crsCode42892,semester57474,6641,
crsCode73578,semester72864,16007,
crsCode79226,semester56686,84835,
crsCode71912,semester96497,67131,
crsCode46821,semester52494,61875,
crsCode41278,semester77698,22206,
crsCode77820,semester54292,3230,
crsCode70798,semester94999,26053,
crsCode31645,semester85495,589,
crsCode80990,semester90702,57920,
crsCode17155,semester13166,76226,
crsCode88054,semester67562,47225,
crsCode45781,semester58157,12806,
crsCode88521,semester5093,56354,
crsCode41041,semester90560,83712,
crsCode51900,semester30966,71817,
crsCode91523,semester63587,10655,
crsCode9144,semester75406,35726,
crsCode26051,semester7757,19615,
crsCode79550,semester63457,61698,
crsCode68618,semester56817,59997,
crsCode23031,semester75111,72998,
crsCode21616,semester57896,56676,
crsCode88086,semester27444,78871,
crsCode53108,semester12494,39476,
crsCode20742,semester389,85573,
crsCode79391,semester23676,58011,
crsCode56404,semester31297,83517,
crsCode62004,semester71919,80458,
crsCode91864,semester88512,58473,
crsCode74151,semester68897,14801,
crsCode91742,semester27109,68447,
crsCode79929,semester6952,84364,
crsCode23376,semester71247,29375,
crsCode67846,semester38276,99809,
crsCode74581,semester39637,2311,
crsCode16647,semester77381,5578,
crsCode9259,semester69915,60531,
crsCode39866,semester85785,11866,
crsCode56118,semester42078,73638,
crsCode37572,semester60492,3866,
crsCode16183,semester20727,11795,
crsCode5639,semester56968,42956,
crsCode71750,semester13261,73111,
crsCode17745,semester81146,81358,
crsCode33262,semester45844,3706,
crsCode10439,semester72665,66178,
crsCode17661,semester61302,32828,
crsCode66027,semester63072,60723,
crsCode21408,semester92890,80513,
crsCode77518,semester53925,62155,
crsCode50549,semester53208,40256,
crsCode59957,semester72097,25088,
crsCode48470,semester94683,50020,
crsCode9289,semester17539,44760,
crsCode94558,semester77925,39963,
crsCode64049,semester1010,50811,
crsCode28389,semester87369,26704,
crsCode44396,semester49171,20858,
crsCode16193,semester70984,31186,
crsCode9266,semester4021,67517,
crsCode62690,semester23151,45913,
crsCode69551,semester50995,33903,
crsCode88085,semester72040,89188,
crsCode28899,semester763,73270,
crsCode78486,semester99268,303,
crsCode32170,semester96100,24080,
crsCode57719,semester6546,12479,
crsCode5643,semester55836,54222,
crsCode64747,semester68771,18385,
crsCode62546,semester60192,19036,
crsCode29742,semester90588,52682,
crsCode33070,semester72573,89729,
crsCode93340,semester60416,73144,
crsCode18360,semester92546,80360,
crsCode21593,semester82188,74492,
crsCode94946,semester17511,59620,
crsCode61677,semester16797,89899,
crsCode91088,semester53946,76501,
crsCode91686,semester32895,42890,
crsCode99729,semester47943,42720,
crsCode72152,semester99810,45862,
crsCode2799,semester24436,32367,
crsCode55500,semester34222,25106,
crsCode16025,semester13679,27613,
crsCode51262,semester58355,93458,
crsCode79367,semester16396,28224,
crsCode81184,semester39091,5855,
crsCode73176,semester61583,63735,
crsCode36883,semester51875,57133,
crsCode30399,semester42808,53381,
crsCode63664,semester96594,76762,
crsCode56534,semester71032,45768,
crsCode36691,semester67565,57146,
crsCode36584,semester87802,73732,
crsCode55276,semester38491,69305,
crsCode36276,semester10774,73111,
crsCode29648,semester15275,30030,
crsCode30235,semester21129,24278,
crsCode60281,semester50069,71650,
crsCode88768,semester7760,41051,
crsCode14994,semester74407,93591,
crsCode14354,semester73091,1826,
crsCode31125,semester13277,66244,
crsCode78104,semester61830,13510,
crsCode51950,semester76790,31726,
crsCode33590,semester49689,93104,
crsCode29696,semester19380,98817,
crsCode38727,semester10671,75032,
crsCode8913,semester39436,53291,
crsCode73680,semester16830,95904,
crsCode25721,semester78847,56087,
crsCode17761,semester36341,3789,
crsCode71803,semester39538,17930,
crsCode17661,semester21462,23880,
crsCode13609,semester55376,5932,
crsCode21375,semester58134,33648,
crsCode71324,semester61628,66087,
crsCode51669,semester72928,54847,
crsCode30560,semester80490,80597,
crsCode55172,semester90850,19690,
crsCode47681,semester11359,54057,
crsCode15200,semester63495,52412,
crsCode53059,semester41606,41011,
crsCode19732,semester2790,41742,
crsCode18670,semester53845,4427,
crsCode82250,semester84818,83398,
crsCode56469,semester66448,63118,
crsCode5472,semester63361,65958,
crsCode41946,semester99427,62822,
crsCode55500,semester32445,40750,
crsCode61241,semester80131,915,
crsCode60557,semester28814,18204,
crsCode8951,semester72954,84203,
crsCode84662,semester96996,40966,
crsCode54887,semester42800,82747,
crsCode46068,semester50629,95294,
crsCode49634,semester46264,67177,
crsCode67941,semester89459,75170,
crsCode92989,semester44805,86618,
crsCode44116,semester42320,23173,
crsCode18081,semester25672,91470,
crsCode51746,semester41075,19843,
crsCode90749,semester71963,5362,
crsCode19963,semester19345,1442,
crsCode14831,semester17925,88397,
crsCode85093,semester74345,21777,
crsCode25378,semester52838,67865,
crsCode61938,semester85351,31137,
crsCode12893,semester51447,754,
crsCode777,semester32034,94465,
crsCode3510,semester90749,74935,
crsCode95126,semester12378,28389,
crsCode5117,semester82003,24140,
crsCode25510,semester89925,54475,
crsCode35563,semester40924,79055,
crsCode24593,semester24362,27303,
crsCode76117,semester57879,70170,
crsCode25620,semester59549,26374,
crsCode28903,semester64069,42473,
crsCode68629,semester81308,48049,
crsCode92017,semester95666,79174,
crsCode55860,semester83513,86621,
crsCode60759,semester84986,51499,
crsCode67213,semester11374,36089,
crsCode22668,semester60815,71194,
crsCode17950,semester6391,66604,
crsCode55067,semester24653,44070,
crsCode58434,semester51351,57257,
crsCode79933,semester55242,54783,
crsCode26981,semester60140,55797,
crsCode93226,semester65886,68136,
crsCode23958,semester94284,16097,
crsCode76739,semester45858,68155,
crsCode6604,semester47343,46625,
crsCode58106,semester25619,50399,
crsCode21926,semester53816,23799,
crsCode27248,semester54083,60911,
crsCode72775,semester66564,41897,
crsCode5399,semester18244,70644,
crsCode22967,semester37330,11742,
crsCode5578,semester36343,44885,
crsCode92017,semester83202,56752,
crsCode99044,semester15575,71426,
crsCode19957,semester17200,47692,
crsCode51138,semester93044,33529,
crsCode26474,semester7765,33474,
crsCode58334,semester46117,77688,
crsCode85602,semester84800,72998,
crsCode79144,semester93801,15612,
crsCode20900,semester2859,81822,
crsCode98083,semester14673,52571,
crsCode5904,semester41279,98160,
crsCode49477,semester59758,34599,
crsCode10732,semester89171,71817,
crsCode11074,semester97865,80829,
crsCode99871,semester89162,17904,
crsCode8909,semester16464,88684,
crsCode5552,semester26920,76008,
crsCode55749,semester67012,32678,
crsCode94216,semester19578,43429,
crsCode61416,semester99005,44858,
crsCode10858,semester26868,54922,
crsCode61703,semester8575,92672,
crsCode51224,semester63125,9613,
crsCode81110,semester35258,66449,
crsCode57710,semester86904,13384,
crsCode60824,semester83964,67636,
crsCode96605,semester83942,2071,
crsCode26331,semester96871,83894,
crsCode84808,semester29040,3865,
crsCode51591,semester43777,62072,
crsCode86609,semester66646,42817,
crsCode68995,semester18035,31227,
crsCode93314,semester80763,64147,
crsCode11108,semester17074,90787,
crsCode47406,semester26204,72529,
crsCode81857,semester50474,69195,
crsCode78272,semester6144,6758,
crsCode8884,semester52403,55428,
crsCode21639,semester84119,73689,
crsCode90350,semester1151,89447,
crsCode22424,semester78677,10578,
crsCode49875,semester67173,9888,
crsCode14227,semester67876,86549,
crsCode73211,semester25120,42975,
crsCode40837,semester90787,57019,
crsCode45852,semester86180,31222,
crsCode96370,semester85266,26704,
crsCode25318,semester45629,34374,
crsCode76061,semester44684,28745,
crsCode75246,semester97378,81599,
crsCode84285,semester56474,66789,
crsCode82782,semester48669,79665,
crsCode39390,semester96565,7254,
crsCode16950,semester63658,32507,
crsCode21669,semester75348,97523,
crsCode7698,semester96901,59680,
crsCode99752,semester84838,69849,
crsCode70601,semester56348,55340,
crsCode85412,semester38092,26023,
crsCode66745,semester56205,76490,
crsCode71521,semester60502,91056,
crsCode6326,semester87016,20960,
crsCode9647,semester95291,42429,
crsCode84098,semester64234,55458,
crsCode22016,semester45005,31005,
crsCode25056,semester15890,97634,
crsCode91963,semester6010,83608,
crsCode1375,semester79258,67060,
crsCode12829,semester62026,7181,
crsCode46013,semester26506,54531,
crsCode18208,semester17721,31428,
crsCode7876,semester72311,36636,
crsCode44610,semester39115,40559,
crsCode89327,semester79118,60355,
crsCode24928,semester5302,10098,
crsCode36278,semester44515,7460,
crsCode49392,semester45683,47993,
crsCode43134,semester96166,31541,
crsCode6911,semester7536,73399,
crsCode76396,semester80723,85223,
crsCode25377,semester21935,61377,
crsCode93790,semester64195,90068,
crsCode15850,semester88066,64007,
crsCode86724,semester3524,86541,
crsCode74700,semester47097,35002,
crsCode32869,semester18652,24367,
crsCode30560,semester19637,61069,
crsCode79146,semester38592,34176,
crsCode80596,semester58662,47863,
crsCode29429,semester16013,88449,
crsCode11071,semester54198,61777,
crsCode91443,semester29459,14223,
crsCode60417,semester1828,55841,
crsCode87451,semester82837,1373,
crsCode8612,semester53326,20596,
crsCode85033,semester23063,95321,
crsCode62499,semester84483,35830,
crsCode60862,semester34580,40750,
crsCode16129,semester86103,71043,
crsCode73687,semester92319,31668,
crsCode48781,semester2365,8408,
crsCode97251,semester94278,38992,
crsCode28985,semester70868,8417,
crsCode93313,semester91852,90178,
crsCode96625,semester74809,42708,
crsCode64769,semester35016,14600,
crsCode27058,semester62913,12143,
crsCode54183,semester84338,42649,
crsCode25491,semester70705,53660,
crsCode69396,semester90029,17213,
crsCode46281,semester34962,8259,
crsCode35441,semester83406,93756,
crsCode31395,semester10428,83168,
crsCode53906,semester5156,99791,
crsCode89327,semester44383,18854,
crsCode68691,semester37487,57090,
crsCode84808,semester73135,36575,
crsCode64388,semester61425,28342,
crsCode25850,semester46564,63492,
crsCode58648,semester42470,2265,
crsCode46175,semester34980,66823,
crsCode15170,semester35469,42409,
crsCode75926,semester34319,98801,
crsCode43659,semester67348,85,
crsCode17497,semester18693,1272,
crsCode78790,semester5061,65304,
crsCode30121,semester54265,38105,
crsCode73076,semester86710,80221,
crsCode7419,semester49963,63322,
crsCode57722,semester22131,4898,
crsCode2481,semester69183,28233,
crsCode49279,semester43832,80546,
crsCode48159,semester80999,84799,
crsCode93618,semester25955,48241,
crsCode49106,semester89426,96718,
crsCode81441,semester31387,75537,
crsCode74312,semester98794,41072,
crsCode3648,semester65582,74616,
crsCode62904,semester23315,72438,
crsCode47686,semester56971,50168,
crsCode52081,semester92969,48028,
crsCode91058,semester55988,43947,
crsCode29336,semester21090,14777,
crsCode15232,semester90954,61377,
crsCode50452,semester10369,23950,
crsCode58680,semester64800,42711,
crsCode53080,semester21885,12227,
crsCode93465,semester12731,52392,
crsCode32452,semester62208,52052,
crsCode90860,semester18149,65587,
crsCode83222,semester84141,60143,
crsCode36996,semester92789,37699,
crsCode55233,semester52460,93544,
crsCode46178,semester49336,25170,
crsCode86685,semester51683,344,
crsCode80596,semester70828,54647,
crsCode93799,semester44006,17550,
crsCode70228,semester3314,36720,
crsCode818,semester67434,40268,
crsCode84376,semester9829,68379,
crsCode64388,semester783,56402,
crsCode15971,semester9483,21827,
crsCode13500,semester69309,16319,
crsCode53124,semester11358,23446,
crsCode95097,semester17811,9092,
crsCode24068,semester68733,49051,
crsCode91416,semester26657,8638,
crsCode68792,semester87935,78492,
crsCode56080,semester73612,32865,
crsCode20789,semester14428,76756,
crsCode87409,semester52821,9854,
crsCode89416,semester63114,6823,
crsCode29079,semester39397,73036,
crsCode5643,semester5686,59620,
crsCode53545,semester29102,25167,
crsCode4087,semester34754,45048,
crsCode68564,semester30440,3015,
crsCode38334,semester56276,50186,
crsCode82110,semester18151,84815,
crsCode68380,semester29475,6084,
crsCode5755,semester15930,65143,
crsCode53520,semester41268,86941,
crsCode75897,semester91388,23650,
crsCode28463,semester38470,71683,
crsCode25975,semester39562,94230,
crsCode30823,semester42249,81822,
crsCode88132,semester83519,3736,
crsCode68124,semester39639,22866,
crsCode26841,semester57393,14423,
crsCode81919,semester76472,9641,
crsCode39132,semester58603,61738,
crsCode8680,semester59966,49981,
crsCode47285,semester83164,97523,
crsCode50958,semester42073,98942,
crsCode56978,semester33150,25875,
crsCode24374,semester12430,8723,
crsCode8059,semester92014,3501,
crsCode5541,semester58448,46253,
crsCode49390,semester95468,90658,
crsCode56481,semester35221,54065,
crsCode87003,semester95081,81393,
crsCode29901,semester46318,25731,
crsCode72105,semester64918,37333,
crsCode67461,semester27433,31844,
crsCode80769,semester45235,96004,
crsCode9582,semester784,59674,
crsCode89948,semester29664,16681,
crsCode31633,semester23699,85992,
crsCode83346,semester83629,33463,
crsCode4493,semester25752,83231,
crsCode91607,semester61114,731,
crsCode76019,semester29895,43743,
crsCode93181,semester39046,83658,
crsCode33885,semester71931,6434,
crsCode92968,semester60743,47751,
crsCode41793,semester95392,60389,
crsCode29283,semester1581,63352,
crsCode92197,semester70197,22205,
crsCode29840,semester70609,82659,
crsCode43355,semester32578,73011,
crsCode3138,semester65724,46451,
crsCode57087,semester81263,64293,
crsCode47412,semester93480,72776,
crsCode78840,semester21926,70871,
crsCode96656,semester35672,47449,
crsCode92024,semester99625,18672,
crsCode71119,semester15506,31992,
crsCode84619,semester14951,28965,
crsCode9802,semester45476,59407,
crsCode96317,semester93602,54132,
crsCode32661,semester67675,90676,
crsCode98457,semester702,54330,
crsCode69593,semester18911,90676,
crsCode73493,semester42556,38808,
crsCode39944,semester96125,59018,
crsCode24817,semester23254,65270,
crsCode81329,semester95123,55603,
crsCode55936,semester61415,88726,
crsCode57588,semester10597,24490,
crsCode29747,semester89266,8566,
crsCode2124,semester37312,13683,
crsCode47060,semester92685,94546,
crsCode64319,semester33092,8452,
crsCode35778,semester25630,44179,
crsCode40459,semester40788,17420,
crsCode22524,semester26877,32439,
crsCode10173,semester62441,36429,
crsCode55208,semester32051,90831,
crsCode63547,semester54366,25302,
crsCode57579,semester416,55697,
crsCode59131,semester46899,49590,
crsCode94628,semester36339,47504,
crsCode65400,semester13706,70394,
crsCode18935,semester69024,58162,
crsCode57932,semester53070,36798,
crsCode47831,semester23107,16364,
crsCode54640,semester27438,66029,
crsCode16687,semester1975,88535,
crsCode21942,semester43099,39194,
crsCode35816,semester92817,30375,
crsCode25510,semester43978,12169,
crsCode85664,semester88036,65253,
crsCode30806,semester2939,40662,
crsCode88974,semester77066,99547,
crsCode78790,semester30679,50314,
crsCode69325,semester29005,2502,
crsCode2713,semester95181,63418,
crsCode70185,semester18495,17357,
crsCode90795,semester40574,13471,
crsCode7605,semester29433,49296,
crsCode14610,semester50298,7516,
crsCode74440,semester93981,17871,
crsCode59741,semester73712,44991,
crsCode23222,semester82613,51193,
crsCode45922,semester67131,13827,
crsCode20177,semester60015,63432,
crsCode32556,semester22077,94504,
crsCode85031,semester72809,68752,
crsCode83497,semester78809,47707,
crsCode32806,semester71802,86541,
crsCode33579,semester27813,79656,
crsCode32308,semester26079,95255,
crsCode45943,semester54906,39353,
crsCode82346,semester98363,19001,
crsCode2094,semester95668,58995,
crsCode35703,semester11159,39565,
crsCode20858,semester28837,44091,
crsCode79118,semester57479,13481,
crsCode32924,semester10547,94280,
crsCode71485,semester19793,23140,
crsCode43412,semester30435,31627,
crsCode65001,semester68584,44772,
crsCode42017,semester56769,14476,
crsCode48076,semester33568,1910,
crsCode73685,semester67277,48855,
crsCode92543,semester72217,54922,
crsCode91088,semester63944,14230,
crsCode9403,semester12720,30726,
crsCode85741,semester66094,15463,
crsCode25279,semester40678,75636,
crsCode32511,semester2547,64224,
crsCode14924,semester16028,92694,
crsCode18416,semester97766,33508,
crsCode16457,semester38826,39531,
crsCode96012,semester10340,45956,
crsCode49348,semester7864,53976,
crsCode23272,semester61046,26354,
crsCode68123,semester18796,26292,
crsCode97677,semester89420,74086,
crsCode97431,semester99805,81433,
crsCode16821,semester52034,78584,
crsCode94243,semester47424,23754,
crsCode55507,semester52571,83712,
crsCode86087,semester53854,42614,
crsCode64336,semester16632,20960,
crsCode35563,semester3199,23579,
crsCode13605,semester11583,9535,
crsCode31336,semester27406,78806,
crsCode4832,semester83832,35145,
crsCode65928,semester30475,51586,
crsCode12888,semester76754,74616,
crsCode40907,semester94579,92238,
crsCode51824,semester69716,40625,
crsCode88286,semester44618,44232,
crsCode19822,semester76531,2571,
crsCode70644,semester44884,78940,
crsCode27901,semester60223,51532,
crsCode41506,semester94565,87335,
crsCode84781,semester27742,71831,
crsCode80268,semester31330,22094,
crsCode8748,semester21259,39589,
crsCode64658,semester42822,33406,
crsCode44624,semester32222,50894,
crsCode3975,semester41422,56311,
crsCode60540,semester48403,84473,
crsCode80874,semester78067,31417,
crsCode12700,semester23016,88187,
crsCode11514,semester63088,68006,
crsCode81857,semester35872,53316,
crsCode66416,semester37874,50819,
crsCode6635,semester57708,10798,
crsCode91789,semester6775,56020,
crsCode67115,semester42576,37898,
crsCode21030,semester23202,21003,
crsCode3320,semester59692,41162,
crsCode81419,semester91737,83201,
crsCode80942,semester24057,22279,
crsCode19255,semester72474,26001,
crsCode47359,semester31958,37420,
crsCode20249,semester59297,93930,
crsCode27613,semester6483,57754,
crsCode77780,semester36489,90844,
crsCode71636,semester77942,66381,
crsCode82400,semester72440,62155,
crsCode33142,semester88795,72990,
crsCode77855,semester35251,24334,
crsCode30964,semester75180,63457,
crsCode94611,semester36378,50562,
crsCode82981,semester35997,91420,
crsCode24580,semester56908,38303,
crsCode78135,semester18949,31298,
crsCode26615,semester58207,86254,
crsCode64255,semester65490,69099,
crsCode42435,semester19931,65409,
crsCode62847,semester58285,79829,
crsCode53946,semester85962,23597,
crsCode39163,semester30095,27194,
crsCode91490,semester80789,85977,
crsCode26690,semester30120,89028,
crsCode93936,semester98041,64832,
crsCode36300,semester16487,43197,
